id,name
1176,industrial deathcore
1177,gypsy jazz
1178,shoegaze
1179,gothic folk metal
1180,avant-garde heavy metal
1181,melodic death metal with hard rock influences
1182,psychedelic progressive metal
1183,symphonic metal with death metal elements
1184,symphonic raw black metal
1185,gothic metal with middle eastern influences
1186,melodic atmospheric death metal
1187,experimental symphonic black metal
1188,blackened progressive metal
1189,avant-garde metal with folk elements
1190,industrial melodic death metal
1191,technical melodic death metal
1192,raw black metal with rac influences
1193,phonk
1194,trip hop
1195,heavy  metal
1196,synthwave elements
1197,experimental post-hardcore
1198,technical grindcore
1199,post-industrial metal
1200,martial industrial
1201,experimental industrial metal
1202,metalcore with alternative rock influences
1203,hip-hop
1204,death metal with flamenco elements
1205,math rock
1206,garage rock
1207,symphonic black metal with industrial influences
1208,folk metal with industrial elements
1209,hard rock with oi!
1210,enka
1211,melodic heavy metal with hard rock influences
1212,heavy metal with folk influences
1213,experimental dark ambient
1214,heavy metal with progressive metal influences
1215,grindcore with hardcore elements
1216,heavy metal with rock influences
1217,metalcore with industrial influences
1218,death metal with black metal
1219,groove metal with funk influences
1220,raw folk
1221,death metal with thrash influences
1222,progressive metal with thrash metal elements
1223,drone metal
1224,atmospheric death metal
1225,heavy metal with power metal elements
1226,symphonic thrash metal
1227,technical melodic black
1228,progressive doom metal
1229,stoner metal with crust influences
1230,doom metal with thrash metal
1231,hard rock with nu-metal influences
1232,thrash metal with doom influences
1233,progressive psychedelic doom
1234,atmospheric symphonic death metal
1235,melodic death metal with gothic influences
1236,avant-garde stoner
1237,thrash metal with rock elements
1238,experimental melodic black
1239,hardcore with doom metal influences
1240,avant-garde metal
1241,atmospheric black metal with darkwave elements
1242,death metal with drum and bass influences
1243,experimental grindcore with jazz influences
1244,melodic death metal with thrash
1245,experimental progressive rock
1246,progressive death metal
1247,melodic epic heavy metal
1248,psychedelic heavy metal
1249,experimental post-rock
1250,raw thrash metal
1251,epic death metal
1252,atmospheric industrial
1253,psybient
1254,raw experimental
1255,melodic progressive death metal
1256,black metal with post-metal
1257,dark ritual ambient
1258,blackened drone
1259,atmsospheric black metal
1260,death metal with power metal influences
1261,doom metal with industrial
1262,blackened speed metal
1263,avant-garde brutal death metal
1264,melodic depressive black metal
1265,grindcore with thrash elements
1266,psychedelic stoner rock
1267,technical deathcore
1268,neoclassical metal
1269,punk with rockabilly influences
1270,rock with funk influences
1271,melodic folk metal
1272,reggae
1273,symphonic black metal with folk influences
1274,depressive gothic
1275,groove metal with grindcore influences
1276,thrash metal with jazz influences
1277,melodic technical death metal
1278,avant-garde gothic metal
1279,doom metal with thrash metal influences
1280,blackened psychedelic stoner
1281,melodic symphonic death metal
1282,industrial sludge metal
1283,shred with oriental influences
1284,death metal with industrial elements
1285,technical melodic thrash metal
1286,death metal with hardcore punk influences
1287,oriental folk
1288,avant-garde grindcore
1289,meodic heavy
1290,cloud rap
1291,thrash metal with punk elements
1292,techno
1293,progressive thrash metal with doom elements
1294,doom metal with industrial influences
1295,heavy metal with alternative influences
1296,thrash metal with groove influences
1297,soft
1298,experimental rock
1299,progressive thrash metal with punk elements
1300,blackened doom metal
1301,ambient post-black metal
1302,groove metal with thrash metal elements
1303,atmospheric symphonic metal
1304,progressive viking
1305,noisecore
1306,blackened epic doom metal
1307,symphonic power metal with electronic influences
1308,punk with grindcore influences
1309,fusion with hard rock influences
1310,raw atmospheric black metal
1311,epic blackened doom metal
1312,melodic thrash metal
1313,progressive metal with electronic elements
1314,power metal with various rock influences
1315,epic black metal
1316,metalcore with death
1317,symphonic folk metal
1318,progressive melodic death metal
1319,brutal death metal with doom influences
1320,blackened deathcore
1321,psychedelic progressive gothic
1322,acoustic rock
1323,neoclassical heavy metal
1324,gothic black metal
1325,hard rock with thrash metal influences
1326,thrash metal with power influences
1327,gothic doom metal
1328,blackened viking
1329,blackened crust
1330,neofolk with progressive black metal influences
1331,thrash with hardcore and heavy metal influences
1332,grindcore with melodic and power metal elements
1333,cowpunk
1334,speed metal with progressive elements
1335,raw black metal with hardcore punk influences
1336,hard rock with punk elements
1337,electronic gothic metal
1338,melodic grindcore
1339,melodic technical deathcore
1340,melodic punk
1341,sludge metal influences
1342,technical death metal with groove influences
1343,symphonic metal with eastern asian folk elements
1344,pagan thrash
1345,deathcore with technical
1346,thrash metal with black
1347,crossover thrash metal
1348,death metal with alternative influences
1349,melodic death metal with folk metal influences
1350,blackened noise
1351,speed metal
1352,speed metal with doom influences
1353,thrash metal with grindcore elements
1354,gothic metal with classical and folk influences
1355,melodic progressive doom
1356,brutal death metal with industrial influences
1357,metalcore with sludge metal influences
1358,avant-garde symphonic metal
1359,raw celtic folk metal
1360,epic crust
1361,heavy metal with thrash and doom metal elements
1362,world folk
1363,blackened melodic thrash metal
1364,brutal death metal with deathcore elements
1365,melodic hard rock
1366,epic progressive heavy metal
1367,power metal with thrash metal elements
1368,neoclassical progressive heavy metal
1369,blackened  death metal
1370,middle eastern folk metal
1371,sludge metal with punk influences
1372,psychedelic death metal
1373,dark jazz
1374,hard rock with thrash and groove influences
1375,melodic death metal with black metal influences
1376,stoner metal with death metal elements
1377,heavy metal with funk influences
1378,space rock
1379,death metal with crossover influences
1380,melodic death metal with thrash influences
1381,folk gothic metal
1382,black metal with metalcore influences
1383,grindcore with death metal elements
1384,groove metal with hardcore elements
1385,stoner metal with groove influences
1386,atmospheric blackened sludge metal
1387,crossver
1388,rock with gothic influences
1389,melodic atmospheric doom
1390,atmospheric black metal
1391,progressive rock with jazz influences
1392,industrial black metal with death
1393,industrial black metal
1394,industrial symphonic death
1395,metalcore with viking
