id,name
805,jazz fusion
806,depressive doom
807,speed metal with progressive influences
808,folk metal with punk influences
809,atmospheric gothic metal
810,vaporwave
811,epic symphonic black metal
812,progressive thrash  metal
813,industrial drone doom metal
814,thrash metal
815,power metal with black
816,power metal with thrash elements
817,experimental thrash metal with black
818,heavy metal with middle eastern influences
819,technical power metal
820,melodic black metal with power metal influences
821,shred with thrash metal elements
822,progressive death metal with jazz influences
823,neoclassical progressive metal
824,doom metal with crust influences
825,heavy metal with power and speed influences
826,melodic death metal with doom influences
827,rock with funk elements
828,pop punk
829,doom metal with black metal influences
830,speed metal with folk influences
831,doom metal with various influences
832,symphonic viking
833,rock with doom metal
834,rock with flamenco elements
835,sludge metal with progressive metal influences
836,atmospheric progressive metal
837,death metal with grindcore and stoner metal influences
838,death metal with heavy and thrash elements
839,epic viking metal
840,trap
841,rock with black metal influences
842,heavy metal with melodic death influences
843,industrial metal with sludge metal elements
844,black n roll
845,electronic metalcore
846,atmospheric drone
847,metalcore with death metal influences
848,progressive stoner metal
849,folk metal with black metal influences
850,heavy metal with power metal and hard rock influences
851,melodic death metal with symphonic influences
852,experimental avant-garde death metal
853,experimental death metal
854,progressive metal with jazz influences
855,epic pagan metal
856,melodic black metal with oi!
857,grindcore with electronic influences
858,symphonic heavy metal
859,experimental  death metal
860,drone ambient
861,death metal with metalcore influences
862,experimental depressive black metal
863,thrash metal with rac elements
864,neoclassical melodic power metal
865,atmospheric pagan metal
866,avant-garde sludge
867,industrial death metal
868,melodic death metal with middle eastern influences
869,groove metal with various influences
870,grindcore with jazz influences
871,death n roll influences
872,progressive power metal
873,thrash metal with alternative influences
874,death metal with rac influences
875,melodic atmospheric sludge metal
876,stoner metal with punk influences
877,melodic progressive thrash metal
878,viking metal with death metal influences
879,blackened death metal
880,speed metal with black metal elements
881,thrash n roll
882,progressive metal with middle-eastern folk influences
883,progressive gothic rock
884,doom metal influences
885,glam rock
886,atmospheric death metal with industrial influences
887,experimental symphonic metal
888,depressive post-black metal
889,progessive
890,atmospheric black metal with folk influences
891,psychedelic folk metal
892,death metal with crust influences
893,thrash metal with grindcore influences
894,atmospheric depressive black metal
895,doom metal with punk influences
896,metal with black metal elements
897,glam metal
898,progressive heavy metal with thrash metal influences
899,experimental ambient black metal
900,industrial gothic rock
901,heavy metal with medieval influences
902,gothic metal with power metal influences
903,thrash metal with groove metal elements
904,speed metal with punk influences
905,melodic power metal with classical influences
906,black metal with grindcore influences
907,electronic progressive metal
908,gothic melodic thrash
909,heavy metal with rock elements
910,power metal with electronic influences
911,atmospheric black metal with gothic influences
912,epic melodic heavy metal
913,avant-garde drone
914,thrash metal with black metal influences
915,death metal
916,raw melodic black metal
917,stoner metal with celtic folk elements
918,folk doom
919,progressive epic heavy metal
920,viking rock
921,melodic death metal with rock and jazz influences
922,black metal with doom
923,powerviolence with sludge influences
924,experimental stoner metal
925,thrash  metal
926,atmospheric ambient doom metal
927,depressive melodic black metal
928,symphonic rock
929,medieval black metal
930,black metal with heavy metal influences
931,symphonic funeral doom metal
932,depressive black metal
933,melodic black metal with doom influences
934,raw pagan black metal
935,heavy metal with post-punk influences
936,gothic metal
937,black metal with middle eastern folk influences
938,pagan celtic
939,dance pop
940,progressive melodic heavy metal
941,doom metal with electronic elements
942,heavy metal with gothic
943,sluge
944,synth punk
945,melodic pagan metal
946,heavy metal with deathcore influences
947,melodic blackened doom metal
948,atmospheric gothic rock
949,ambient pagan
950,experimental drone
951,death metal with classical influences
952,experimental deathcore
953,technical doom metal
954,neoclassical melodic death metal
955,death metal with grindcore influences
956,death metal with speed
957,progressive metal with groove
958,avant-garde doom metal
959,power metal with progressive influences
960,industrial stoner metal
961,atmospheric alternative
962,atmospheric epic black metal
963,black metal with ambient influences
964,extreme epic
965,melodic progressive metal
966,heavy metal with progressive elements
967,thrash metal with doom and alternative rock influences
968,black metal with doom influences
969,death metal with deathcore influences
970,speed metal with oi! influences
971,thrash metal with stoner
972,classical elements
973,thrash metal with latin influences
974,psychedelic experimental metal
975,stoner metal with hardcore elements
976,technical progressive metal
977,progressive brutal death metal
978,melodic  deathcore
979,melodic death metal with folk
980,experimental industrial doom
981,epic symphonic power metal
982,krautrock
983,groove metal with punk influences
984,melodic black metal with folk
985,symphonic metal with electronic music influences
986,power metal with dark ambient influences
987,symphonic pagan metal
988,acoustic death
989,blackened progressive rock
990,progressive thrash metal
991,gothic metal with folk influences
992,black metal with post-rock influences
993,metalcore with death influences
994,metalcore with thrash metal influences
995,melodic symphonic heavy metal
996,death metal with gothic
997,heavy metal with doom influences
998,power metal with eastern folk influences
999,death  metal
1000,experimental psychedelic black metal
1001,post-metal
1002,progressive heavy metal
1003,death metal with black metal influences
1004,avant-garde black metal
1005,symphonic pagan black metal
1006,progressive death metal with punk influences
1007,nu-metal with folk influences
1008,thrash metal with metalcore influences
1009,blackened progressive death metal
1010,sludge metal
1011,southern metal
1012,progressive hard rock
1013,psychedelic post-metal
1014,industrial doom metal
1015,heavy metal with punk elements
1016,technical progressive black metal
1017,heavy metal with punk influences
1018,punk with thrash metal influences
1019,heavy metal with progressive rock influences
1020,new age
1021,soundtrack with electronic
1022,classical medieval melodic
1023,rock with middle eastern influences
1024,heavy metal with oi!
1025,roots
1026,gothic metal with doom influences
1027,electronic ambient
1028,noise rock
1029,sludge metal with thrash metal elements
1030,power metal with melodic death influences
1031,folk metalcore
1032,power metal with gothic and doom influences
1033,death metal with funk elements
1034,melodic thrash metal with progressive influences
1035,melodic symphonic metal
1036,blackened post-metal
1037,electronic power metal
1038,groove metal with sludge
1039,progressive death metal with middle eastern influences
1040,crossover metal
1041,witch house
1042,neoclassical black metal
1043,shred with heavy metal elements
1044,psychedelic stoner metal
1045,progessive black
1046,industrial gothic metal
1047,punk rock with heavy metal influences
1048,gothic metal with thrash influences
1049,epic atmospheric avant-garde metal
1050,grindcore with heavy metal influences
1051,black metal
1052,industrial rock
1053,groove metal with jazz influences
1054,industrial noise
1055,neoclassical ambient
1056,black metal with middle eastern influences
1057,heavy metal with thrash influences
1058,nu-metal with thrash metal elements
1059,progressive sludge metal
1060,progressive metal with middle eastern influences
1061,harsh noise
1062,doom metal with gothic influences
1063,heavy groove
1064,groove metal with death
1065,crossover with funk elements
1066,digital hardcore
1067,melodic deathcore
1068,atmospheric progressive black metal
1069,epic folk metal
1070,electronic black metal
1071,thrash metal with industrial influences
1072,metalcore with death metal
1073,goregrind with doom metal elements
1074,thrash metal with crust influences
1075,ambient folk
1076,rock with thrash metal influences
1077,shred metal
1078,epic black metal with folk influences
1079,neoclassical progressive power metal
1080,raw doom
1081,symphonic atmospheric black metal
1082,death metal with middle eastern folk influences
1083,doom metal with power metal influences
1084,blackened metalcore
1085,melodic rock
1086,heavy metal with psychedelic influences
1087,doom metal with death metal elements
1088,blackened symphonic pagan metal
1089,thrash metal with alternative rock
1090,blackened death metal with thrash elements
1091,avant-garde death metal
1092,melodic speed metal
1093,symphonic metal with electro
1094,blackened sludge metal
1095,death metal with industrial influences
1096,industrial avant-garde metal
1097,rock with jazz elements
1098,symphonic progressive metal
1099,progressive metal with thrash elements
1100,viking metal with black
1101,celtic death metal
1102,post-metal with folk influences
1103,doom metal with death metal influences
1104,groove metal with alternative
1105,extreme groove metal
1106,rock with progressive elements
1107,progressive and rock elements
1108,electronic doom metal
1109,atmospheric pagan black metal
1110,grindcore with thrash metal influences
1111,symphonic gothic metal with electronic elements
1112,atmospheric post-black metal with doom metal influences
1113,atmospheric melodic doom
1114,experimental slam
1115,technical blackened death metal
1116,symphonic melodic deathcore
1117,indie
1118,black metal with punk
1119,symphonic black metal
1120,stoner metal with hardcore influences
1121,epic progressive metal
1122,sludge metal with thrash influences
1123,groove metal with metalcore elements
1124,power metal with viking influences
1125,technical death metal with jazz influences
1126,technical death metal with hardcore influences
1127,rock ballad
1128,electronic metal
1129,gothic metal with death
1130,doom metal with electronica influences
1131,symphonic progressive death metal
1132,melodic death metal with hardcore elements
1133,hard rock with thrash metal elements
1134,acoustic
1135,mathcore
1136,blues rock
1137,heavy metal with thrash
1138,neoclassical gothic metal
1139,film score
1140,ritual ambient
1141,progressive metal with black and doom influences
1142,blackened folk metal
1143,deathcore with sludge metal influences
1144,blackened death metal with crust punk influences
1145,grindcore with death metal influences
1146,grindcore with industrial influences
1147,alternative metal
1148,melodic doom metal
1149,technical metalcore
1150,dark industrial noise
1151,atmsopheric post-black metal
1152,nu-metal
1153,melodic symphonic power metal
1154,extreme symphonic metal
1155,raw black metal
1156,heavy metal with industrial influences
1157,speed metal influences
1158,progressive technical deathcore
1159,thrash metal with grunge elements
1160,thrash metal with death influences
1161,avant-garde thrash metal
1162,dubstep
1163,technical sludge metal
1164,industrial blackened sludge metal
1165,technical slam
1166,raw black metal with industrial influences
1167,psychedelic blackened death
1168,rock with grunge influences
1169,electronic heavy metal
1170,symphonic deathcore
1171,symphonic extreme metal
1172,melodic death metal with electronic
1173,symphonic epic power metal
1174,death metal with folk influences
1175,stoner metal with thrash influences
