id,name
1131,melodic heavy metal with death metal elements
1132,death metal with funk elements
1133,death metal with doom metal influences
1134,death metal with alternative influences
1135,death metal with jazz elements
1136,metalcore with death metal elements
1137,dark industrial noise
1138,gothic heavy metal
1139,black metal with middle eastern folk influences
1140,technical brutal death metal
1141,raw black metal with hardcore punk influences
1142,melodic industrial death metal
1143,heavy metal with industrial influences
1144,hard rock with punk elements
1145,experimental gothic rock
1146,thrash metal with crust influences
1147,egyptian ambient
1148,sluge
1149,melodic crust
1150,symphonic gothic metal
1151,atmospheric death metal with industrial influences
1152,thrash metal with metalcore elements
1153,melodic heavy metal
1154,doom metal with industrial
1155,extreme industrial noise
1156,groove metal with blues influences
1157,metalcore with trance elements
1158,death metal with groove elements
1159,ambient post-black metal
1160,groove metal with horror rock influences
1161,heavy metal with rac influences
1162,progressive heavy metal
1163,progressive stoner rock
1164,rock with thrash metal influences
1165,power metal with thrash elements
1166,extreme epic
1167,experimental industrial doom
1168,atmospheric raw black metal
1169,grindcore with rock
1170,indie
1171,heavy progressive
1172,crossover thrash metal
